#source neuron, target neuron, transmitter, receptor
ASHR,IL2R,flp-21,npr-1
ASHL,M3L,flp-21,npr-1
ASHL,M3R,flp-21,npr-1
ASHR,M3L,flp-21,npr-1
ASHR,M3R,flp-21,npr-1
ASHL,OLQDL,flp-21,npr-1
ASHL,OLQDR,flp-21,npr-1
ASHL,OLQVL,flp-21,npr-1
ASHL,OLQVR,flp-21,npr-1
ASHR,OLQDL,flp-21,npr-1
ASHR,OLQDR,flp-21,npr-1
ASHR,OLQVL,flp-21,npr-1
ASHR,OLQVR,flp-21,npr-1
ASHL,PHAL,flp-21,npr-1
ASHL,PHAR,flp-21,npr-1
ASHR,PHAL,flp-21,npr-1
ASHR,PHAR,flp-21,npr-1
ASHL,PHBL,flp-21,npr-1
ASHL,PHBR,flp-21,npr-1
ASHR,PHBL,flp-21,npr-1
ASHR,PHBR,flp-21,npr-1
ASHL,PQR,flp-21,npr-1
ASHR,PQR,flp-21,npr-1
ASHL,RIGL,flp-21,npr-1
ASHL,RIGR,flp-21,npr-1
ASHR,RIGL,flp-21,npr-1
ASHR,RIGR,flp-21,npr-1
ASHL,RIVL,flp-21,npr-1
ASHL,RIVR,flp-21,npr-1
ASHR,RIVL,flp-21,npr-1
ASHR,RIVR,flp-21,npr-1
ASHL,RMGL,flp-21,npr-1
ASHL,RMGR,flp-21,npr-1
ASHR,RMGL,flp-21,npr-1
ASHR,RMGR,flp-21,npr-1
ASHL,SAADL,flp-21,npr-1
ASHR,SAADL,flp-21,npr-1
ASHL,SAADR,flp-21,npr-1
ASHR,SAADR,flp-21,npr-1
ASHL,SDQL,flp-21,npr-1
ASHL,SDQR,flp-21,npr-1
ASHR,SDQL,flp-21,npr-1
ASHR,SDQR,flp-21,npr-1
ASHL,SMBDL,flp-21,npr-1
ASHR,SMBDL,flp-21,npr-1
ASHL,SMBDR,flp-21,npr-1
ASHR,SMBDR,flp-21,npr-1
ASHL,URXL,flp-21,npr-1
ASHL,URXR,flp-21,npr-1
ASHR,URXL,flp-21,npr-1
ASHR,URXR,flp-21,npr-1
ASHL,VD1,flp-21,npr-1
ASHL,VD10,flp-21,npr-1
ASHL,VD11,flp-21,npr-1
ASHL,VD12,flp-21,npr-1
ASHL,VD13,flp-21,npr-1
ASHL,VD2,flp-21,npr-1
ASHL,VD3,flp-21,npr-1
ASHL,VD4,flp-21,npr-1
ASHL,VD5,flp-21,npr-1
ASHL,VD6,flp-21,npr-1
ASHL,VD7,flp-21,npr-1
ASHL,VD8,flp-21,npr-1
ASHL,VD9,flp-21,npr-1
ASHR,VD1,flp-21,npr-1
ASHR,VD10,flp-21,npr-1
ASHR,VD11,flp-21,npr-1
ASHR,VD12,flp-21,npr-1
ASHR,VD13,flp-21,npr-1
ASHR,VD2,flp-21,npr-1
ASHR,VD3,flp-21,npr-1
ASHR,VD4,flp-21,npr-1
ASHR,VD5,flp-21,npr-1
ASHR,VD6,flp-21,npr-1
ASHR,VD7,flp-21,npr-1
ASHR,VD8,flp-21,npr-1
ASHR,VD9,flp-21,npr-1
ASHL,AIAL,flp-21,npr-11
ASHL,AIAR,flp-21,npr-11
ASHR,AIAL,flp-21,npr-11
ASHR,AIAR,flp-21,npr-11
ASHL,AIYL,flp-21,npr-11
ASHL,AIYR,flp-21,npr-11
ASHR,AIYL,flp-21,npr-11
ASHR,AIYR,flp-21,npr-11
ASHL,ADFL,flp-21,npr-2
ASHL,ADFR,flp-21,npr-2
ASHR,ADFL,flp-21,npr-2
ASHR,ADFR,flp-21,npr-2
ASHL,AIZL,flp-21,npr-2
ASHL,AIZR,flp-21,npr-2
ASHR,AIZL,flp-21,npr-2
ASHR,AIZR,flp-21,npr-2
ASHL,ASHL,flp-21,npr-2
ASHL,ASHR,flp-21,npr-2
ASHR,ASHL,flp-21,npr-2
ASHR,ASHR,flp-21,npr-2
ASHL,FLPL,flp-21,npr-2
ASHL,FLPR,flp-21,npr-2
ASHR,FLPL,flp-21,npr-2
ASHR,FLPR,flp-21,npr-2
ASHL,OLQDL,flp-21,npr-2
ASHL,OLQDR,flp-21,npr-2
ASHL,OLQVL,flp-21,npr-2
ASHL,OLQVR,flp-21,npr-2
ASHR,OLQDL,flp-21,npr-2
ASHR,OLQDR,flp-21,npr-2
ASHR,OLQVL,flp-21,npr-2
ASHR,OLQVR,flp-21,npr-2
ASHL,PVDL,flp-21,npr-2
ASHL,PVDR,flp-21,npr-2
ASHR,PVDL,flp-21,npr-2
ASHR,PVDR,flp-21,npr-2
ASHL,PVQL,flp-21,npr-2
ASHL,PVQR,flp-21,npr-2
ASHR,PVQL,flp-21,npr-2
ASHR,PVQR,flp-21,npr-2
ASHL,SABD,flp-21,npr-2
ASHL,SABVL,flp-21,npr-2
ASHL,SABVR,flp-21,npr-2
ASHR,SABD,flp-21,npr-2
ASHR,SABVL,flp-21,npr-2
ASHR,SABVR,flp-21,npr-2
ASHL,ADFL,flp-21,npr-5
ASHL,ADFR,flp-21,npr-5
ASHR,ADFL,flp-21,npr-5
ASHR,ADFR,flp-21,npr-5
ASHL,AIAL,flp-21,npr-5
ASHL,AIAR,flp-21,npr-5
ASHR,AIAL,flp-21,npr-5
ASHR,AIAR,flp-21,npr-5
ASHL,ASEL,flp-21,npr-5
ASHL,ASER,flp-21,npr-5
ASHR,ASEL,flp-21,npr-5
ASHR,ASER,flp-21,npr-5
ASHL,ASGL,flp-21,npr-5
ASHL,ASGR,flp-21,npr-5
ASHR,ASGL,flp-21,npr-5
ASHR,ASGR,flp-21,npr-5
ASHL,ASIL,flp-21,npr-5
ASHL,ASIR,flp-21,npr-5
ASHR,ASIL,flp-21,npr-5
ASHR,ASIR,flp-21,npr-5
ASHL,ASJL,flp-21,npr-5
ASHL,ASJR,flp-21,npr-5
ASHR,ASJL,flp-21,npr-5
ASHR,ASJR,flp-21,npr-5
ASHL,ASKL,flp-21,npr-5
ASHL,ASKR,flp-21,npr-5
ASHR,ASKL,flp-21,npr-5
ASHR,ASKR,flp-21,npr-5
ASHL,AUAL,flp-21,npr-5
ASHL,AUAR,flp-21,npr-5
ASHR,AUAL,flp-21,npr-5
ASHR,AUAR,flp-21,npr-5
ASHL,AWAL,flp-21,npr-5
ASHL,AWAR,flp-21,npr-5
ASHR,AWAL,flp-21,npr-5
ASHR,AWAR,flp-21,npr-5
ASHL,AWBL,flp-21,npr-5
ASHL,AWBR,flp-21,npr-5
ASHR,AWBL,flp-21,npr-5
ASHR,AWBR,flp-21,npr-5
ASHL,IL2DL,flp-21,npr-5
ASHL,IL2DR,flp-21,npr-5
ASHL,IL2L,flp-21,npr-5
ASHL,IL2R,flp-21,npr-5
ASHL,IL2VL,flp-21,npr-5
ASHL,IL2VR,flp-21,npr-5
ASHR,IL2DL,flp-21,npr-5
ASHR,IL2DR,flp-21,npr-5
ASHR,IL2L,flp-21,npr-5
ASHR,IL2R,flp-21,npr-5
ASHR,IL2VL,flp-21,npr-5
ASHR,IL2VR,flp-21,npr-5
ASHL,PHAL,flp-21,npr-5
ASHL,PHAR,flp-21,npr-5
ASHR,PHAL,flp-21,npr-5
ASHR,PHAR,flp-21,npr-5
ASHL,PHBL,flp-21,npr-5
ASHL,PHBR,flp-21,npr-5
ASHR,PHBL,flp-21,npr-5
ASHR,PHBR,flp-21,npr-5
ASIL,AQR,flp-21,npr-1
ASIR,AQR,flp-21,npr-1
ASIL,ASEL,flp-21,npr-1
ASIL,ASER,flp-21,npr-1
ASIR,ASEL,flp-21,npr-1
ASIR,ASER,flp-21,npr-1
ASIL,ASGL,flp-21,npr-1
ASIL,ASGR,flp-21,npr-1
ASIR,ASGL,flp-21,npr-1
ASIR,ASGR,flp-21,npr-1
ASIL,ASHL,flp-21,npr-1
ASIL,ASHR,flp-21,npr-1
ASIR,ASHL,flp-21,npr-1
ASIR,ASHR,flp-21,npr-1
ASIL,AUAL,flp-21,npr-1
ASIL,AUAR,flp-21,npr-1
ASIR,AUAL,flp-21,npr-1
ASIR,AUAR,flp-21,npr-1
ASIL,DD1,flp-21,npr-1
ASIL,DD2,flp-21,npr-1
ASIL,DD3,flp-21,npr-1
ASIL,DD4,flp-21,npr-1
ASIL,DD5,flp-21,npr-1
ASIL,DD6,flp-21,npr-1
ASIR,DD1,flp-21,npr-1
ASIR,DD2,flp-21,npr-1
ASIR,DD3,flp-21,npr-1
ASIR,DD4,flp-21,npr-1
ASIR,DD5,flp-21,npr-1
ASIR,DD6,flp-21,npr-1
ASIL,IL2L,flp-21,npr-1
ASIR,IL2L,flp-21,npr-1
ASIL,IL2R,flp-21,npr-1
ASIR,IL2R,flp-21,npr-1
ASIL,M3L,flp-21,npr-1
ASIL,M3R,flp-21,npr-1
ASIR,M3L,flp-21,npr-1
ASIR,M3R,flp-21,npr-1
ASIL,OLQDL,flp-21,npr-1
ASIL,OLQDR,flp-21,npr-1
ASIL,OLQVL,flp-21,npr-1
ASIL,OLQVR,flp-21,npr-1
ASIR,OLQDL,flp-21,npr-1
ASIR,OLQDR,flp-21,npr-1
ASIR,OLQVL,flp-21,npr-1
ASIR,OLQVR,flp-21,npr-1
ASIL,PHAL,flp-21,npr-1
ASIL,PHAR,flp-21,npr-1
ASIR,PHAL,flp-21,npr-1
ASIR,PHAR,flp-21,npr-1
ASIL,PHBL,flp-21,npr-1
ASIL,PHBR,flp-21,npr-1
ASIR,PHBL,flp-21,npr-1
ASIR,PHBR,flp-21,npr-1
ASIL,PQR,flp-21,npr-1
ASIR,PQR,flp-21,npr-1
ASIL,RIGL,flp-21,npr-1
ASIL,RIGR,flp-21,npr-1
ASIR,RIGL,flp-21,npr-1
ASIR,RIGR,flp-21,npr-1
ASIL,RIVL,flp-21,npr-1
ASIL,RIVR,flp-21,npr-1
ASIR,RIVL,flp-21,npr-1
ASIR,RIVR,flp-21,npr-1
ASIL,RMGL,flp-21,npr-1
ASIL,RMGR,flp-21,npr-1
ASIR,RMGL,flp-21,npr-1
ASIR,RMGR,flp-21,npr-1
ASIL,SAADL,flp-21,npr-1
ASIR,SAADL,flp-21,npr-1
ASIL,SAADR,flp-21,npr-1
ASIR,SAADR,flp-21,npr-1
ASIL,SDQL,flp-21,npr-1
ASIL,SDQR,flp-21,npr-1
ASIR,SDQL,flp-21,npr-1
ASIR,SDQR,flp-21,npr-1
ASIL,SMBDL,flp-21,npr-1
ASIR,SMBDL,flp-21,npr-1
ASIL,SMBDR,flp-21,npr-1
ASIR,SMBDR,flp-21,npr-1
ASIL,URXL,flp-21,npr-1
ASIL,URXR,flp-21,npr-1
ASIR,URXL,flp-21,npr-1
ASIR,URXR,flp-21,npr-1
ASIL,VD1,flp-21,npr-1
ASIL,VD10,flp-21,npr-1
ASIL,VD11,flp-21,npr-1
ASIL,VD12,flp-21,npr-1
ASIL,VD13,flp-21,npr-1
ASIL,VD2,flp-21,npr-1
ASIL,VD3,flp-21,npr-1
ASIL,VD4,flp-21,npr-1
ASIL,VD5,flp-21,npr-1
ASIL,VD6,flp-21,npr-1
ASIL,VD7,flp-21,npr-1
ASIL,VD8,flp-21,npr-1
ASIL,VD9,flp-21,npr-1
ASIR,VD1,flp-21,npr-1
ASIR,VD10,flp-21,npr-1
ASIR,VD11,flp-21,npr-1
ASIR,VD12,flp-21,npr-1
ASIR,VD13,flp-21,npr-1
ASIR,VD2,flp-21,npr-1
ASIR,VD3,flp-21,npr-1
ASIR,VD4,flp-21,npr-1
ASIR,VD5,flp-21,npr-1
ASIR,VD6,flp-21,npr-1
ASIR,VD7,flp-21,npr-1
ASIR,VD8,flp-21,npr-1
ASIR,VD9,flp-21,npr-1
ASIL,AIAL,flp-21,npr-11
ASIL,AIAR,flp-21,npr-11
ASIR,AIAL,flp-21,npr-11
ASIR,AIAR,flp-21,npr-11
ASIL,AIYL,flp-21,npr-11
ASIL,AIYR,flp-21,npr-11
ASIR,AIYL,flp-21,npr-11
ASIR,AIYR,flp-21,npr-11
ASIL,ADFL,flp-21,npr-2
ASIL,ADFR,flp-21,npr-2
ASIR,ADFL,flp-21,npr-2
ASIR,ADFR,flp-21,npr-2
ASIL,AIZL,flp-21,npr-2
ASIL,AIZR,flp-21,npr-2
ASIR,AIZL,flp-21,npr-2
ASIR,AIZR,flp-21,npr-2
ASIL,ASHL,flp-21,npr-2
ASIL,ASHR,flp-21,npr-2
ASIR,ASHL,flp-21,npr-2
ASIR,ASHR,flp-21,npr-2
ASIL,FLPL,flp-21,npr-2
ASIL,FLPR,flp-21,npr-2
ASIR,FLPL,flp-21,npr-2
ASIR,FLPR,flp-21,npr-2
ASIL,OLQDL,flp-21,npr-2
ASIL,OLQDR,flp-21,npr-2
ASIL,OLQVL,flp-21,npr-2
ASIL,OLQVR,flp-21,npr-2
ASIR,OLQDL,flp-21,npr-2
ASIR,OLQDR,flp-21,npr-2
ASIR,OLQVL,flp-21,npr-2
ASIR,OLQVR,flp-21,npr-2
ASIL,PVDL,flp-21,npr-2
ASIL,PVDR,flp-21,npr-2
ASIR,PVDL,flp-21,npr-2
ASIR,PVDR,flp-21,npr-2
ASIL,PVQL,flp-21,npr-2
ASIL,PVQR,flp-21,npr-2
ASIR,PVQL,flp-21,npr-2
ASIR,PVQR,flp-21,npr-2
ASIL,SABD,flp-21,npr-2
ASIL,SABVL,flp-21,npr-2
ASIL,SABVR,flp-21,npr-2
ASIR,SABD,flp-21,npr-2
ASIR,SABVL,flp-21,npr-2
ASIR,SABVR,flp-21,npr-2
ASIL,ADFL,flp-21,npr-5
ASIL,ADFR,flp-21,npr-5
ASIR,ADFL,flp-21,npr-5
ASIR,ADFR,flp-21,npr-5
ASIL,AIAL,flp-21,npr-5
ASIL,AIAR,flp-21,npr-5
ASIR,AIAL,flp-21,npr-5
ASIR,AIAR,flp-21,npr-5
ASIL,ASEL,flp-21,npr-5
ASIL,ASER,flp-21,npr-5
ASIR,ASEL,flp-21,npr-5
ASIR,ASER,flp-21,npr-5
ASIL,ASGL,flp-21,npr-5
ASIL,ASGR,flp-21,npr-5
ASIR,ASGL,flp-21,npr-5
ASIR,ASGR,flp-21,npr-5
ASIL,ASIL,flp-21,npr-5
ASIL,ASIR,flp-21,npr-5
ASIR,ASIL,flp-21,npr-5
ASIR,ASIR,flp-21,npr-5
ASIL,ASJL,flp-21,npr-5
ASIL,ASJR,flp-21,npr-5
ASIR,ASJL,flp-21,npr-5
ASIR,ASJR,flp-21,npr-5
ASIL,ASKL,flp-21,npr-5
ASIL,ASKR,flp-21,npr-5
ASIR,ASKL,flp-21,npr-5
ASIR,ASKR,flp-21,npr-5
ASIL,AUAL,flp-21,npr-5
ASIL,AUAR,flp-21,npr-5
ASIR,AUAL,flp-21,npr-5
ASIR,AUAR,flp-21,npr-5
ASIL,AWAL,flp-21,npr-5
ASIL,AWAR,flp-21,npr-5
ASIR,AWAL,flp-21,npr-5
ASIR,AWAR,flp-21,npr-5
ASIL,AWBL,flp-21,npr-5
ASIL,AWBR,flp-21,npr-5
ASIR,AWBL,flp-21,npr-5
ASIR,AWBR,flp-21,npr-5
ASIL,IL2DL,flp-21,npr-5
ASIL,IL2DR,flp-21,npr-5
ASIL,IL2L,flp-21,npr-5
ASIL,IL2R,flp-21,npr-5
ASIL,IL2VL,flp-21,npr-5
ASIL,IL2VR,flp-21,npr-5
ASIR,IL2DL,flp-21,npr-5
ASIR,IL2DR,flp-21,npr-5
ASIR,IL2L,flp-21,npr-5
ASIR,IL2R,flp-21,npr-5
ASIR,IL2VL,flp-21,npr-5
ASIR,IL2VR,flp-21,npr-5
ASIL,PHAL,flp-21,npr-5
ASIL,PHAR,flp-21,npr-5
ASIR,PHAL,flp-21,npr-5
ASIR,PHAR,flp-21,npr-5
ASIL,PHBL,flp-21,npr-5
ASIL,PHBR,flp-21,npr-5
ASIR,PHBL,flp-21,npr-5
ASIR,PHBR,flp-21,npr-5
ASJL,AQR,flp-21,npr-1
ASJR,AQR,flp-21,npr-1
ASJL,ASEL,flp-21,npr-1
ASJL,ASER,flp-21,npr-1
ASJR,ASEL,flp-21,npr-1
ASJR,ASER,flp-21,npr-1
ASJL,ASGL,flp-21,npr-1
ASJL,ASGR,flp-21,npr-1
ASJR,ASGL,flp-21,npr-1
ASJR,ASGR,flp-21,npr-1
ASJL,ASHL,flp-21,npr-1
ASJL,ASHR,flp-21,npr-1
ASJR,ASHL,flp-21,npr-1
ASJR,ASHR,flp-21,npr-1
ASJL,AUAL,flp-21,npr-1
ASJL,AUAR,flp-21,npr-1
ASJR,AUAL,flp-21,npr-1
ASJR,AUAR,flp-21,npr-1
ASJL,DD1,flp-21,npr-1
ASJL,DD2,flp-21,npr-1
ASJL,DD3,flp-21,npr-1
ASJL,DD4,flp-21,npr-1
ASJL,DD5,flp-21,npr-1
ASJL,DD6,flp-21,npr-1
ASJR,DD1,flp-21,npr-1
ASJR,DD2,flp-21,npr-1
ASJR,DD3,flp-21,npr-1
ASJR,DD4,flp-21,npr-1
ASJR,DD5,flp-21,npr-1
ASJR,DD6,flp-21,npr-1
ASJL,IL2L,flp-21,npr-1
ASJR,IL2L,flp-21,npr-1
ASJL,IL2R,flp-21,npr-1
ASJR,IL2R,flp-21,npr-1
ASJL,M3L,flp-21,npr-1
ASJL,M3R,flp-21,npr-1
ASJR,M3L,flp-21,npr-1
ASJR,M3R,flp-21,npr-1
ASJL,OLQDL,flp-21,npr-1
ASJL,OLQDR,flp-21,npr-1
ASJL,OLQVL,flp-21,npr-1
ASJL,OLQVR,flp-21,npr-1
ASJR,OLQDL,flp-21,npr-1
ASJR,OLQDR,flp-21,npr-1
ASJR,OLQVL,flp-21,npr-1
ASJR,OLQVR,flp-21,npr-1
ASJL,PHAL,flp-21,npr-1
ASJL,PHAR,flp-21,npr-1
ASJR,PHAL,flp-21,npr-1
ASJR,PHAR,flp-21,npr-1
ASJL,PHBL,flp-21,npr-1
ASJL,PHBR,flp-21,npr-1
ASJR,PHBL,flp-21,npr-1
ASJR,PHBR,flp-21,npr-1
ASJL,PQR,flp-21,npr-1
ASJR,PQR,flp-21,npr-1
ASJL,RIGL,flp-21,npr-1
ASJL,RIGR,flp-21,npr-1
ASJR,RIGL,flp-21,npr-1
ASJR,RIGR,flp-21,npr-1
ASJL,RIVL,flp-21,npr-1
ASJL,RIVR,flp-21,npr-1
ASJR,RIVL,flp-21,npr-1
ASJR,RIVR,flp-21,npr-1
ASJL,RMGL,flp-21,npr-1
ASJL,RMGR,flp-21,npr-1
ASJR,RMGL,flp-21,npr-1
ASJR,RMGR,flp-21,npr-1
ASJL,SAADL,flp-21,npr-1
ASJR,SAADL,flp-21,npr-1
ASJL,SAADR,flp-21,npr-1
ASJR,SAADR,flp-21,npr-1
ASJL,SDQL,flp-21,npr-1
ASJL,SDQR,flp-21,npr-1
ASJR,SDQL,flp-21,npr-1
ASJR,SDQR,flp-21,npr-1
ASJL,SMBDL,flp-21,npr-1
ASJR,SMBDL,flp-21,npr-1
ASJL,SMBDR,flp-21,npr-1
ASJR,SMBDR,flp-21,npr-1
ASJL,URXL,flp-21,npr-1
ASJL,URXR,flp-21,npr-1
ASJR,URXL,flp-21,npr-1
ASJR,URXR,flp-21,npr-1
ASJL,VD1,flp-21,npr-1
ASJL,VD10,flp-21,npr-1
ASJL,VD11,flp-21,npr-1
ASJL,VD12,flp-21,npr-1
ASJL,VD13,flp-21,npr-1
ASJL,VD2,flp-21,npr-1
ASJL,VD3,flp-21,npr-1
ASJL,VD4,flp-21,npr-1
ASJL,VD5,flp-21,npr-1
ASJL,VD6,flp-21,npr-1
ASJL,VD7,flp-21,npr-1
ASJL,VD8,flp-21,npr-1
ASJL,VD9,flp-21,npr-1
ASJR,VD1,flp-21,npr-1
ASJR,VD10,flp-21,npr-1
ASJR,VD11,flp-21,npr-1
ASJR,VD12,flp-21,npr-1
ASJR,VD13,flp-21,npr-1
ASJR,VD2,flp-21,npr-1
ASJR,VD3,flp-21,npr-1
ASJR,VD4,flp-21,npr-1
ASJR,VD5,flp-21,npr-1
ASJR,VD6,flp-21,npr-1
ASJR,VD7,flp-21,npr-1
ASJR,VD8,flp-21,npr-1
ASJR,VD9,flp-21,npr-1
ASJL,AIAL,flp-21,npr-11
ASJL,AIAR,flp-21,npr-11
ASJR,AIAL,flp-21,npr-11
ASJR,AIAR,flp-21,npr-11
ASJL,AIYL,flp-21,npr-11
ASJL,AIYR,flp-21,npr-11
ASJR,AIYL,flp-21,npr-11
ASJR,AIYR,flp-21,npr-11
ASJL,ADFL,flp-21,npr-2
ASJL,ADFR,flp-21,npr-2
ASJR,ADFL,flp-21,npr-2
ASJR,ADFR,flp-21,npr-2
ASJL,AIZL,flp-21,npr-2
ASJL,AIZR,flp-21,npr-2
ASJR,AIZL,flp-21,npr-2
ASJR,AIZR,flp-21,npr-2
ASJL,ASHL,flp-21,npr-2
ASJL,ASHR,flp-21,npr-2
ASJR,ASHL,flp-21,npr-2
ASJR,ASHR,flp-21,npr-2
ASJL,FLPL,flp-21,npr-2
ASJL,FLPR,flp-21,npr-2
ASJR,FLPL,flp-21,npr-2
ASJR,FLPR,flp-21,npr-2
ASJL,OLQDL,flp-21,npr-2
ASJL,OLQDR,flp-21,npr-2
ASJL,OLQVL,flp-21,npr-2
ASJL,OLQVR,flp-21,npr-2
ASJR,OLQDL,flp-21,npr-2
ASJR,OLQDR,flp-21,npr-2
ASJR,OLQVL,flp-21,npr-2
ASJR,OLQVR,flp-21,npr-2
ASJL,PVDL,flp-21,npr-2
ASJL,PVDR,flp-21,npr-2
ASJR,PVDL,flp-21,npr-2
ASJR,PVDR,flp-21,npr-2
ASJL,PVQL,flp-21,npr-2
ASJL,PVQR,flp-21,npr-2
ASJR,PVQL,flp-21,npr-2
ASJR,PVQR,flp-21,npr-2
ASJL,SABD,flp-21,npr-2
ASJL,SABVL,flp-21,npr-2
ASJL,SABVR,flp-21,npr-2
ASJR,SABD,flp-21,npr-2
ASJR,SABVL,flp-21,npr-2
ASJR,SABVR,flp-21,npr-2
ASJL,ADFL,flp-21,npr-5
ASJL,ADFR,flp-21,npr-5
ASJR,ADFL,flp-21,npr-5
ASJR,ADFR,flp-21,npr-5
ASJL,AIAL,flp-21,npr-5
ASJL,AIAR,flp-21,npr-5
ASJR,AIAL,flp-21,npr-5
ASJR,AIAR,flp-21,npr-5
ASJL,ASEL,flp-21,npr-5
ASJL,ASER,flp-21,npr-5
ASJR,ASEL,flp-21,npr-5
ASJR,ASER,flp-21,npr-5
ASJL,ASGL,flp-21,npr-5
ASJL,ASGR,flp-21,npr-5
ASJR,ASGL,flp-21,npr-5
ASJR,ASGR,flp-21,npr-5
ASJL,ASIL,flp-21,npr-5
ASJL,ASIR,flp-21,npr-5
ASJR,ASIL,flp-21,npr-5
ASJR,ASIR,flp-21,npr-5
ASJL,ASJL,flp-21,npr-5
ASJL,ASJR,flp-21,npr-5
ASJR,ASJL,flp-21,npr-5
ASJR,ASJR,flp-21,npr-5
ASJL,ASKL,flp-21,npr-5
ASJL,ASKR,flp-21,npr-5
ASJR,ASKL,flp-21,npr-5
ASJR,ASKR,flp-21,npr-5
ASJL,AUAL,flp-21,npr-5
ASJL,AUAR,flp-21,npr-5
ASJR,AUAL,flp-21,npr-5
ASJR,AUAR,flp-21,npr-5
ASJL,AWAL,flp-21,npr-5
ASJL,AWAR,flp-21,npr-5
ASJR,AWAL,flp-21,npr-5
ASJR,AWAR,flp-21,npr-5
ASJL,AWBL,flp-21,npr-5
ASJL,AWBR,flp-21,npr-5
ASJR,AWBL,flp-21,npr-5
ASJR,AWBR,flp-21,npr-5
ASJL,IL2DL,flp-21,npr-5
ASJL,IL2DR,flp-21,npr-5
ASJL,IL2L,flp-21,npr-5
ASJL,IL2R,flp-21,npr-5
ASJL,IL2VL,flp-21,npr-5
ASJL,IL2VR,flp-21,npr-5
ASJR,IL2DL,flp-21,npr-5
ASJR,IL2DR,flp-21,npr-5
ASJR,IL2L,flp-21,npr-5
ASJR,IL2R,flp-21,npr-5
ASJR,IL2VL,flp-21,npr-5
ASJR,IL2VR,flp-21,npr-5
ASJL,PHAL,flp-21,npr-5
ASJL,PHAR,flp-21,npr-5
ASJR,PHAL,flp-21,npr-5
ASJR,PHAR,flp-21,npr-5
ASJL,PHBL,flp-21,npr-5
ASJL,PHBR,flp-21,npr-5
ASJR,PHBL,flp-21,npr-5
ASJR,PHBR,flp-21,npr-5
ASKL,AQR,flp-21,npr-1
ASKR,AQR,flp-21,npr-1
ASKL,ASEL,flp-21,npr-1
ASKL,ASER,flp-21,npr-1
ASKR,ASEL,flp-21,npr-1
ASKR,ASER,flp-21,npr-1
ASKL,ASGL,flp-21,npr-1
ASKL,ASGR,flp-21,npr-1
ASKR,ASGL,flp-21,npr-1
ASKR,ASGR,flp-21,npr-1
ASKL,ASHL,flp-21,npr-1
ASKL,ASHR,flp-21,npr-1
ASKR,ASHL,flp-21,npr-1
ASKR,ASHR,flp-21,npr-1
ASKL,AUAL,flp-21,npr-1
ASKL,AUAR,flp-21,npr-1
ASKR,AUAL,flp-21,npr-1
ASKR,AUAR,flp-21,npr-1
ASKL,DD1,flp-21,npr-1
ASKL,DD2,flp-21,npr-1
ASKL,DD3,flp-21,npr-1
ASKL,DD4,flp-21,npr-1
ASKL,DD5,flp-21,npr-1
ASKL,DD6,flp-21,npr-1
ASKR,DD1,flp-21,npr-1
ASKR,DD2,flp-21,npr-1
ASKR,DD3,flp-21,npr-1
ASKR,DD4,flp-21,npr-1
ASKR,DD5,flp-21,npr-1
ASKR,DD6,flp-21,npr-1
ASKL,IL2L,flp-21,npr-1
ASKR,IL2L,flp-21,npr-1
ASKL,IL2R,flp-21,npr-1
ASKR,IL2R,flp-21,npr-1
ASKL,M3L,flp-21,npr-1
ASKL,M3R,flp-21,npr-1
ASKR,M3L,flp-21,npr-1
ASKR,M3R,flp-21,npr-1
ASKL,OLQDL,flp-21,npr-1
ASKL,OLQDR,flp-21,npr-1
ASKL,OLQVL,flp-21,npr-1
ASKL,OLQVR,flp-21,npr-1
ASKR,OLQDL,flp-21,npr-1
ASKR,OLQDR,flp-21,npr-1
ASKR,OLQVL,flp-21,npr-1
ASKR,OLQVR,flp-21,npr-1
ASKL,PHAL,flp-21,npr-1
ASKL,PHAR,flp-21,npr-1
ASKR,PHAL,flp-21,npr-1
ASKR,PHAR,flp-21,npr-1
ASKL,PHBL,flp-21,npr-1
ASKL,PHBR,flp-21,npr-1
ASKR,PHBL,flp-21,npr-1
ASKR,PHBR,flp-21,npr-1
ASKL,PQR,flp-21,npr-1
ASKR,PQR,flp-21,npr-1
ASKL,RIGL,flp-21,npr-1
ASKL,RIGR,flp-21,npr-1
ASKR,RIGL,flp-21,npr-1
ASKR,RIGR,flp-21,npr-1
ASKL,RIVL,flp-21,npr-1
ASKL,RIVR,flp-21,npr-1
ASKR,RIVL,flp-21,npr-1
ASKR,RIVR,flp-21,npr-1
ASKL,RMGL,flp-21,npr-1
ASKL,RMGR,flp-21,npr-1
ASKR,RMGL,flp-21,npr-1
ASKR,RMGR,flp-21,npr-1
ASKL,SAADL,flp-21,npr-1
ASKR,SAADL,flp-21,npr-1
ASKL,SAADR,flp-21,npr-1
ASKR,SAADR,flp-21,npr-1
ASKL,SDQL,flp-21,npr-1
ASKL,SDQR,flp-21,npr-1
ASKR,SDQL,flp-21,npr-1
ASKR,SDQR,flp-21,npr-1
ASKL,SMBDL,flp-21,npr-1
ASKR,SMBDL,flp-21,npr-1
ASKL,SMBDR,flp-21,npr-1
ASKR,SMBDR,flp-21,npr-1
ASKL,URXL,flp-21,npr-1
ASKL,URXR,flp-21,npr-1
ASKR,URXL,flp-21,npr-1
ASKR,URXR,flp-21,npr-1
ASKL,VD1,flp-21,npr-1
ASKL,VD10,flp-21,npr-1
ASKL,VD11,flp-21,npr-1
ASKL,VD12,flp-21,npr-1
